index,question,answer,response_openai,running_time_openai,score,counts,totals,precisions,bp,sys_len,ref_len,rouge1,rouge2,rougeL,rougeLsum
26,Karya apa saja yang sudah dihasilkan FTMM?,"Fakultas Teknologi Maju dan Multidisiplin telah berkontribusi dengan menghasilkan beberapa karya, seperti berikut =
a. ARTA-1 = merupakan robot yang digunakan sebagai asisten medis untuk pasien yang terpapar COVID-19.
b. ISYANA = merupakan mobile robot yang mempunyai fungsi menyemprotkan carian desinfektan pada area indor maupun outdoor.
c. ARSENIK = Merupakan teknologi smart farming yang memanfaatkan pembangkit listrik tenaga surya (PLTS) berkapasitas 900 Wp.
d. AirFeel = merupakan sistem berbasis internet of things (IoT) untuk mengukur parameter cuaca dan polutan gas di udara dengan aplikasi web berbasis HTML.","FTMM telah menghasilkan beberapa karya inovatif yang luar biasa! Beberapa karya tersebut antara lain:

1. ARTA-1 (Airlangga Robotic Triage Assistant): Robot ini digunakan sebagai asisten medis untuk pasien terpapar COVID-19. ARTA-1 melakukan proses triase dengan mengukur tanda-tanda vital dan melakukan anamnesis untuk menentukan apakah seseorang yang diduga terpapar virus COVID-19 membutuhkan penanganan khusus atau tidak.

2. ISYANA: Merupakan mobile robot yang berfungsi untuk menyemprotkan cairan desinfektan di area indoor maupun outdoor. Robot ini dilengkapi dengan kamera FPV dan sensor-sensor yang memungkinkan pengoperasian secara real-time dan jarak jauh. Sensor-sensor tersebut meliputi suhu dan kelembaban udara, sensor GPS, sensor akselerometer, dan sensor suhu non-kontak.

3. ARSENIK: Teknologi Smart Farming yang memanfaatkan Pembangkit Listrik Tenaga Surya (PLTS) berkapasitas 900 Wp. Inovasi ini juga dilengkapi dengan perangkat monitor online melalui internet of things (IoT), sehingga petani dapat memantau kondisi air nutrisi pada instalasi hidroponik dari mana saja melalui ponsel.

4. AIRO-LINE (Airlangga Robot Line Follower): Robot ini digunakan dalam edukasi robotika untuk mendukung pembelajaran STEM (Science, Technology, Engineering, Mathematics).

5. AirFeel: Sistem berbasis internet of things (IoT) yang digunakan untuk mengukur parameter cuaca dan polutan gas di udara. Parameter cuaca yang diukur meliputi kecepatan dan arah angin, curah hujan, suhu dan kelembaban udara, tekanan udara, dan indeks UV. Sedangkan gas yang diukur meliputi amonia, hidrogen, metana, ozon, karbon monoksida, dan karbon dioksida.

Itulah beberapa karya inovatif yang telah dihasilkan oleh FTMM!",22.40818428993225,11.610001099021154,"[65, 39, 25, 17]","[279, 278, 277, 276]","[23.3, 14.03, 9.03, 6.16]",1.0,279,100,0.3862928348909658,0.2570532915360501,0.3551401869158879,0.3551401869158879
27,FTMM sudah berkontribusi apa saja?,"Fakultas Teknologi Maju dan Multidisiplin telah berkontribusi dengan menghasilkan beberapa karya, seperti berikut =
a. ARTA-1 = merupakan robot yang digunakan sebagai asisten medis untuk pasien yang terpapar COVID-19.
b. ISYANA = merupakan mobile robot yang mempunyai fungsi menyemprotkan carian desinfektan pada area indor maupun outdoor.
c. ARSENIK = Merupakan teknologi smart farming yang memanfaatkan pembangkit listrik tenaga surya (PLTS) berkapasitas 900 Wp.
d. AirFeel = merupakan sistem berbasis internet of things (IoT) untuk mengukur parameter cuaca dan polutan gas di udara dengan aplikasi web berbasis HTML.","FTMM telah berkontribusi dalam beberapa hal, terutama dalam bidang prestasi mahasiswa. Mahasiswa FTMM telah berhasil meraih prestasi tingkat internasional dan nasional yang sangat membanggakan. Mereka berhasil menyabet juara satu dalam ajang internasional yang diadakan oleh pemerintah Iran, Malaysia, hingga Eropa. Total prestasi internasional yang berhasil diraih adalah enam medali emas, delapan medali silver, satu medali perunggu, dan dua best company profile.

Selain itu, mahasiswa FTMM juga telah meraih puluhan prestasi nasional yang bergengsi. Rincian prestasi nasional tersebut adalah enam medali emas, delapan medali silver, sepuluh medali perunggu, dan tujuh best presentation.

Pencapaian ini merupakan langkah awal kontribusi FTMM dalam memberikan sumbangsih kepada bangsa. Sebagai pilar keempat bidang engineering di Universitas Airlangga, FTMM juga akan fokus pada riset teknologi berbasis kesehatan dan multidisiplin. FTMM hadir untuk menjawab tantangan zaman dan terus berusaha memberikan yang terbaik dalam fasilitas pendidikan serta membuka kesempatan bagi mahasiswa untuk berkontribusi pada kemajuan teknologi.",14.208835363388062,0.0,"[25, 1, 0, 0]","[167, 166, 165, 164]","[14.97, 0.6, 0.0, 0.0]",1.0,167,100,0.1645021645021645,0.017467248908296942,0.09523809523809525,0.11255411255411256
28,Apa itu ISYANA?,"Fakultas Teknologi Maju dan Multidisiplin telah berkontribusi dengan menghasilkan beberapa karya, seperti berikut =
a. ARTA-1 = merupakan robot yang digunakan sebagai asisten medis untuk pasien yang terpapar COVID-19.
b. ISYANA = merupakan mobile robot yang mempunyai fungsi menyemprotkan carian desinfektan pada area indor maupun outdoor.
c. ARSENIK = Merupakan teknologi smart farming yang memanfaatkan pembangkit listrik tenaga surya (PLTS) berkapasitas 900 Wp.
d. AirFeel = merupakan sistem berbasis internet of things (IoT) untuk mengukur parameter cuaca dan polutan gas di udara dengan aplikasi web berbasis HTML.","ISYANA adalah sebuah mobile robot yang dikembangkan oleh Fakultas Teknologi Maju dan Multidisiplin (FTMM) Universitas Airlangga. Robot ini memiliki fungsi utama untuk menyemprotkan cairan disinfektan pada area indoor maupun outdoor. Pengoperasian ISYANA dilakukan dari jarak jauh menggunakan remote control RF. Robot ini juga dilengkapi dengan berbagai sensor seperti kamera FPV, sensor suhu dan kelembaban udara, sensor GPS, sensor akselerometer, dan sensor suhu non-kontak. ISYANA memiliki kerangka terbuat dari alumunium alloy dengan dimensi 24 x 45 x 9 cm dan dapat mengangkut beban hingga 6 kg.",8.882177114486694,7.449077384323684,"[29, 10, 5, 2]","[96, 95, 94, 93]","[30.21, 10.53, 5.32, 2.15]",0.9591894571091382,96,100,0.25882352941176473,0.09523809523809525,0.17647058823529413,0.17647058823529413
29,Lulusan FTMM mendapatkan gelar apa?,"Fakultas Teknologi Maju dan Multidisipin, Universitas Airlangga. menetapkan bahwa mahasiswa dari ke-5 program studinya pada akhir masa studinya memperoleh gelar Sarjana Teknik (S.T.).","Lulusan FTMM akan mendapatkan gelar Sarjana Teknik (S.T.) sesuai dengan program studi yang mereka ambil, seperti Sarjana Teknik Robotika dan Kecerdasan Buatan, Sarjana Teknik Sains Data, Sarjana Teknik Rekayasa Nanoteknologi, Sarjana Teknik Industri, atau Sarjana Teknik Elektro. Gelar ini akan menjadi bukti bahwa mereka telah menyelesaikan pendidikan di FTMM dan siap untuk berkontribusi dalam bidang teknologi.",6.968463897705078,12.67206471683073,"[15, 8, 7, 6]","[68, 67, 66, 65]","[22.06, 11.94, 10.61, 9.23]",1.0,68,31,0.21951219512195122,0.1,0.12195121951219512,0.12195121951219512
30,Lulusan FTMM apakah sarjana teknik?,"Fakultas Teknologi Maju dan Multidisipin, Universitas Airlangga. menetapkan bahwa mahasiswa dari ke-5 program studinya pada akhir masa studinya memperoleh gelar Sarjana Teknik (S.T.).","Ya, lulusan FTMM adalah sarjana teknik. Fakultas Teknologi Maju dan Multidisiplin (FTMM) memiliki program studi S1 di bidang teknik, seperti Teknik Robotika dan Kecerdasan Buatan, Teknologi Sains Data, Rekayasa Nanoteknologi, Teknik Industri, dan Teknik Elektro. Sehingga, lulusan FTMM akan mendapatkan gelar sarjana teknik setelah menyelesaikan program studi yang ada.",6.1211817264556885,4.995550780802767,"[13, 3, 2, 1]","[61, 60, 59, 58]","[21.31, 5.0, 3.39, 1.72]",1.0,61,31,0.21621621621621617,0.1388888888888889,0.21621621621621617,0.21621621621621617
31,Gelar apa untuk lulusan teknik robotika dan kecerdasan buatan?,"Fakultas Teknologi Maju dan Multidisipin, Universitas Airlangga. menetapkan bahwa mahasiswa dari ke-5 program studinya pada akhir masa studinya memperoleh gelar Sarjana Teknik (S.T.).",Lulusan Teknik Robotika dan Kecerdasan Buatan akan mendapatkan gelar Sarjana Teknik (S.T.) atau Magister Teknik (M.T.) tergantung pada jenjang pendidikan yang ditempuh.,3.302126884460449,25.824620058556373,"[13, 8, 7, 6]","[33, 32, 31, 30]","[39.39, 25.0, 22.58, 20.0]",1.0,33,31,0.2857142857142857,0.1702127659574468,0.24489795918367346,0.24489795918367346
32,Bendera FTMM berwarna apa?,"Bendera FTMM memiliki warna biru  prusia  (prussian  blue)  melambangkan  FTMM  sebagai  pilar  teknologi  di Universitas Airlangga, warna perak (silver) memiliki makna kemajuan dan harapan sesuai dengan filosofi didirikannya FTMM sebagai bentuk kontribusi untuk Indonesia yang lebih maju melalui penguasaan teknologi, warna  pompadour   melambangkan   harmonisasi   dan   kolaborasi   multidisiplin   ilmu sebagaimana visi pendirian FTMM yang turut berperan aktif dalam pengembangan, penerapan dan kolaborasi IPTEK yang maju. Tiga buah warna yang berjajar melambangkan FTMM yang berangkat dari 3 pilar yang telah ada (health science, life science dan social science), teknologi hadir sebagai katalis kolaborasi antar pilar sehingga membawa keseimbangan bagi Universitas Airlangga sebagai institusi yang komprehensif.","Bendera FTMM berwarna biru prusia (prussian blue), perak (silver), dan pompadour.",1.830881118774414,0.2097440716477843,"[17, 10, 6, 4]","[18, 17, 16, 15]","[94.44, 58.82, 37.5, 26.67]",0.004320239474094066,18,116,0.17543859649122806,0.08928571428571427,0.17543859649122806,0.17543859649122806
33,Logo FTMM berwarna apa?,Logo FTMM memiliki bentuk huruf tanpa sudut melambangkan FTMM sebagai Fakultas yang dinamis dan mampu beradaptasi terhadap berbagai tantangan. Huruf yang saling bersambung melambangkan kontinuitas FTMM dalam mengembangkan IPTEK. Warna biru dan kuning merupakan warna dasar Universitas Airlangga tempat FTMM bernaung. Gradasi warna pada logo melambangkan FTMM yang kolaboratif dengan berbagai disiplin ilmu yang ada.,Logo FTMM berwarna biru dan kuning.,1.1551501750946045,0.0,"[6, 3, 1, 0]","[7, 6, 5, 4]","[85.71, 50.0, 20.0, 0.0]",0.0005940355282204004,7,59,0.16393442622950818,0.10169491525423728,0.16393442622950818,0.16393442622950818
34,Apa visi dari FTMM?,"Visi dari FTMM adalah menjadi fakultas teknik unggul dan bermartabat yang berperan aktif dalam pengembangan, penerapan dan kolaborasi ilmu pengetahuan dan teknik yang maju, serta berintegritas tinggi, berbudaya, berasaskan Pancasila dan berdasarkan moral agama untuk menyelesaikan persoalan bangsa.","Visi dari FTMM adalah menjadi fakultas unggulan dalam pengembangan ilmu pengetahuan, teknologi, dan seni yang berkontribusi secara signifikan dalam meningkatkan kualitas kehidupan masyarakat lokal, nasional, dan global.",3.33656907081604,14.50746356238435,"[18, 7, 4, 3]","[32, 31, 30, 29]","[56.25, 22.58, 13.33, 10.34]",0.7091061824373984,32,43,0.39999999999999997,0.22222222222222224,0.39999999999999997,0.39999999999999997
35,Apa Misi dari FTMM?,"Misi dari FTMM adalah Menyelenggarakan pendidikan sarjana yang berwawasan internasional untuk menghasilkan lulusan bermoral agama dan mumpuni di bidang ilmu pengetahuan dan teknik yang berdaya guna dan mengabdi untuk kepentingan bangsa, menumbuhkan dan mengembangkan kreativitas, melaksanakan penelitian dan pengabdian kepada masyarakat yang berlandaskan budaya bangsa, mengembangkan kerjasama yang luas dengan lembaga di dalam dan di luar negeri.",Misi dari FTMM adalah memberikan pendidikan yang berkualitas dan berorientasi pada pengembangan teknologi maju dan multidisiplin. FTMM juga berkomitmen untuk membuka kesempatan kepada mahasiswa untuk berkontribusi pada kemajuan teknologi serta melakukan pengabdian masyarakat guna mendukung pembangunan berkelanjutan dan penanggulangan perubahan iklim.,4.683922529220581,4.964548064049115,"[16, 3, 2, 1]","[43, 42, 41, 40]","[37.21, 7.14, 4.88, 2.5]",0.657964269263232,43,61,0.3061224489795918,0.0625,0.24489795918367344,0.24489795918367344
36,Apa Visi dari program studi Rekayasa Nanoteknologi?,"Visi dari Program Studi Rekayasa Nanoteknologi adalah menjadi program studi yang unggul dan terdepan dalam menyiapkan sumber daya manusia sekaligus pengembangan ilmu di bidang nanoteknologi medis, nanoteknologi energi dan lingkungan, industri nanoteknologi dan komputasi nanoteknologi untuk kepentingan masyarakat luas.","Visi dari program studi Rekayasa Nanoteknologi adalah menjadi program studi yang unggul dan terdepan dalam menyiapkan sumber daya manusia sekaligus pengembangan ilmu di bidang nanoteknologi medis, nanoteknologi energi dan lingkungan, industri nanoteknologi, dan komputasi nanoteknologi untuk kepentingan masyarakat luas.",4.650972127914429,85.86817924456804,"[40, 37, 34, 32]","[43, 42, 41, 40]","[93.02, 88.1, 82.93, 80.0]",1.0,43,42,1.0,1.0,1.0,1.0
37,Apa Misi dari program studi Rekayasa Nanoteknologi?,"Misi dari Program Studi Rekayasa Nanoteknologi adalah menyelenggarakan pendidikan Sarjana Program Rekayasa Nanoteknologi secara profesional dan berkualitas dengan berdasarkan perkembangan ilmu pengetahuan serta kebutuhan pasar secara global, mengembangkan ilmu pengetahuan melalui penelitian laboratorium di bidang nanoteknologi, melaksanakan pengabdian masyarakat sebagai salah satu bentuk tanggung jawab sosial demi kesejahteraan masyarakat luas dan melakukan dan meningkatkan kerjasama pendidikan dan penelitian dengan berbagai institusi baik di dalam maupun luar negeri dengan mempertimbangkan aspek kesetaraan dan keberlanjutan. ","Misi dari program studi Rekayasa Nanoteknologi adalah:
1. Menyelenggarakan pendidikan Sarjana Program Rekayasa Nanoteknologi secara profesional dan berkualitas dengan berdasarkan perkembangan ilmu pengetahuan serta kebutuhan pasar secara global.
2. Mengembangkan ilmu pengetahuan melalui penelitian laboratorium di bidang nanoteknologi.
3. Melaksanakan pengabdian masyarakat sebagai salah satu bentuk tanggung jawab sosial demi kesejahteraan masyarakat luas.
4. Melakukan dan meningkatkan kerjasama pendidikan dan penelitian dengan berbagai institusi baik di dalam maupun luar negeri dengan mempertimbangkan aspek kesetaraan dan keberlanjutan.",8.583975553512573,69.3484556055164,"[67, 61, 55, 50]","[85, 84, 83, 82]","[78.82, 72.62, 66.27, 60.98]",1.0,85,76,0.9664429530201343,0.9115646258503401,0.9664429530201343,0.9664429530201343
38,Apa Visi dari program studi Teknik Elektro?,"Visi dari Program Studi Teknik Elektro adalah menjadi program studi sarjana Teknik Elektro yang inovatif, unggul, dan terkemuka tingkat nasional dan internasional serta berperan dalam aktif dalam usaha mensejahterakan bangsa berdasar moral agama.","Visi dari program studi Teknik Elektro adalah menjadi program studi sarjana Teknik Elektro yang inovatif, unggul, dan terkemuka tingkat nasional dan internasional serta berperan dalam aktif dalam usaha mensejahterakan bangsa berdasar moral agama.",4.178350210189819,90.45783443138599,"[34, 32, 30, 29]","[36, 35, 34, 33]","[94.44, 91.43, 88.24, 87.88]",1.0,36,36,1.0,1.0,1.0,1.0
39,Apa Misi dari program studi Teknik Elektro?,Misi dari Program Studi Teknik Elektro yaitu mengembangkan pendidikan dan penelitian di bidang Teknik Elektro sehingga menghasilkan lulusan yang bereputasi internasional serta berkontribusi nyata untuk menerapkan teknologi yang tepat dan modern di masyarakat nasional dan internasional.,"Misi dari program studi Teknik Elektro adalah mengembangkan pendidikan dan penelitian di bidang Teknik Elektro sehingga menghasilkan lulusan yang bereputasi internasional. Selain itu, program studi ini juga berkontribusi nyata untuk menerapkan teknologi yang tepat dan modern di masyarakat nasional dan internasional.",4.940157175064087,64.10713610368761,"[33, 29, 25, 23]","[44, 43, 42, 41]","[75.0, 67.44, 59.52, 56.1]",1.0,44,37,0.883116883116883,0.8266666666666667,0.883116883116883,0.883116883116883
40,Apa Visi dari program studi Teknik Industri?,"Visi dari Program Studi Teknik Industri menjadi program studi yang unggul dan bermartabat dalam hal pendidikan, penelitian, dan pengabdian masyarakat terkait bidang keilmuan teknik industri di tingkat internasional, berdasarkan moral agama.","Visi dari program studi Teknik Industri Universitas Airlangga adalah menjadi program studi yang unggul dan bermartabat dalam hal pendidikan, penelitian, dan pengabdian masyarakat terkait bidang keilmuan teknik industri di tingkat internasional, berdasarkan moral agama.",3.9870893955230713,79.14146954375832,"[33, 30, 27, 26]","[38, 37, 36, 35]","[86.84, 81.08, 75.0, 74.29]",1.0,38,35,0.9538461538461539,0.9206349206349207,0.9538461538461539,0.9538461538461539
41,Apa Misi dari program studi Teknik Industri?,"Misi dari Program Studi Teknik Industri yaitu melaksanakan program pendidikan bidang Teknik Industri yang selaras dengan aspek keilmuan, perkembangan zaman, berlandaskan moral beragama serta berbangsa, melaksanakan penelitian baik dalam pengembangan metode dan aplikasi pada bidang advanced manufacturing, ergonomi, dan rekayasa sistem yang berorientasi pada aplikasi dan pengembangan keilmuan Teknik Industri secara luas, membantu memecahkan permasalahan yang terjadi di masyarakat dengan mengimplementasikan keilmuan Teknik Industri melalui program pengabdian kepada masyarakat dan membangun hubungan kerjasama dengan berbagai sektor di tingkat nasional dan internasional dalam melakukan pendidikan, penelitian dan pengabdian masyarakat terkait keilmuan Teknik Industri. ","Misi dari program studi Teknik Industri adalah melaksanakan program pendidikan bidang Teknik Industri yang selaras dengan aspek keilmuan, perkembangan zaman, berlandaskan moral beragama serta berbangsa. Selain itu, program studi ini juga melaksanakan penelitian baik dalam pengembangan metode dan aplikasi pada bidang advanced manufacturing, ergonomi, dan rekayasa sistem yang berorientasi pada aplikasi dan pengembangan keilmuan Teknik Industri secara luas. Program studi ini juga membantu memecahkan permasalahan yang terjadi di masyarakat dengan mengimplementasikan keilmuan Teknik Industri melalui program pengabdian kepada masyarakat. Terakhir, program studi ini juga membangun hubungan kerjasama dengan berbagai sektor di tingkat nasional dan internasional dalam melakukan pendidikan, penelitian, dan pengabdian masyarakat terkait keilmuan Teknik Industri.",10.407714128494263,72.41101492349588,"[97, 87, 80, 75]","[118, 117, 116, 115]","[82.2, 74.36, 68.97, 65.22]",1.0,118,100,0.9090909090909092,0.8673469387755102,0.9090909090909092,0.9090909090909092
42,Apa Visi dari program studi Teknik Robotika dan Kecerdasan Buatan,"Visi dari Program Studi Teknik Robotika dan Kecerdasan Buatan yaitu pada tahun 2035 menjadi program studi sarjana Teknik Robotika dan Kecerdasan Buatan yang inovatif, unggul, dan terkemuka tingkat nasional dan internasional, serta berperan dalam aktif dalam usaha mensejahterakan bangsa berdasar moral agama.","Visi dari program studi Teknik Robotika dan Kecerdasan Buatan adalah menjadi program studi yang unggul dalam pengembangan teknologi robotika dan kecerdasan buatan yang inovatif, berdaya saing, dan berorientasi pada kebutuhan industri serta mampu menghasilkan lulusan yang berkualitas dan berkompeten di bidang tersebut.",4.186706304550171,15.403128824203439,"[22, 10, 5, 2]","[45, 44, 43, 42]","[48.89, 22.73, 11.63, 4.76]",0.9780228724846006,45,46,0.5714285714285714,0.36585365853658536,0.47619047619047616,0.47619047619047616
43,Apa Misi dari program studi Teknik Robotika dan Kecerdasan Buatan,"Misi dari Program Studi Teknik Robotika dan Kecerdasan Buatan yaitu mempersiapkan lulusan yang mampu mengembangkan metode kecerdasan buatan pada sistem fisik-siber (cyber physical system) yang otonomi (autonomous) pada aplikasi industri secara luas, mengembangkan penelitian baik dalam pengembangan metode dan implementasi kecerdasan buatan pada sistem fisik-siber (cyber physical system) yang otonomi (autonomous) yang berorientasi pada aplikasi di dunia industri secara luas, membantu memecahkan permasalahan yang terjadi di masyarakat terutama lembaga pemerintah dan industri pada bidang Robotika dan Otomasi serta bidang Kecerdasan Buatan, membangun jejaring kerjasama dengan pemangku kepentingan baik pemerintah dan industri maupun institusi lain di tingkat nasional dan internasional dalam pendidikan, penelitian dan pengabdian masyarakat. ","Misi dari program studi Teknik Robotika dan Kecerdasan Buatan adalah menghasilkan lulusan yang memiliki kompetensi dalam bidang teknik robotika dan kecerdasan buatan. Program studi ini juga bertujuan untuk mengembangkan penelitian dan pengembangan di bidang robotika dan kecerdasan buatan serta menerapkan teknologi tersebut dalam berbagai bidang, seperti industri, kesehatan, dan lainnya.",5.1079442501068115,3.936423385291832,"[32, 10, 3, 2]","[55, 54, 53, 52]","[58.18, 18.52, 5.66, 3.85]",0.31807930342445107,55,118,0.3821656050955414,0.1935483870967742,0.3057324840764331,0.3057324840764331
44,Apa Visi dari program studi Teknologi Sains Data,"Visi dari Program Studi Teknologi Sains Data yaitu tahun 2030 menjadi sebuah Program Studi S1 Teknologi Sains Data yang unggul di Indonesia dalam penerapan sains data pada bidang kesehatan, sosial dan komunikasi, industri, serta bisnis dan finansial untuk mendukung perkembangan masyarakat ilmiah yang cerdas/unggul dan berbudi pekerti luhur/bermoral karimah.","Visi dari program studi Teknologi Sains Data adalah menjadi sebuah Program Studi S1 Teknologi Sains Data yang unggul di Indonesia dalam penerapan sains data pada bidang kesehatan, sosial dan komunikasi, industri, serta bisnis dan finansial untuk mendukung perkembangan masyarakat ilmiah yang cerdas/unggul dan berbudi pekerti luhur/bermoral karimah.",4.808942556381226,85.91144834886177,"[52, 49, 46, 44]","[55, 54, 53, 52]","[94.55, 90.74, 86.79, 84.62]",0.9642895789647244,55,57,0.96,0.9387755102040817,0.96,0.96
45,Apa Misi dari program studi Teknologi Sains Data,"Misi dari Program Studi Teknologi Sains Data yaitu enyelenggarakan pendidikan di bidang Teknologi Sains Data yang berstandar nasional dan internasional agar mahasiswa mampu untuk berpikir kritis, berwawasan global, dan mengembangkan keterampilan dalam menjawab tantangan global, menyelenggarakan penelitian dan pengembangan ilmu di bidang Teknologi Sains Data yang berstandar nasional dan internasional di bidang kesehatan, sosial dan komunikasi, industri, serta bisnis dan finansial, menyelenggarakan pengabdian kepada masyarakat yang menunjang penerapan dan pengembangan ilmu Teknologi Sains Data yang dapat mendukung perkembangan masyarakat dengan ilmiah, cerdas dan bermoral agama serta meningkatkan kesejahteraan masyarakat.","Misi dari program studi Teknologi Sains Data adalah:
1. Menyelenggarakan pendidikan di bidang Teknologi Sains Data yang berstandar nasional dan internasional agar mahasiswa mampu untuk berpikir kritis, berwawasan global, dan mengembangkan keterampilan dalam menjawab tantangan global.
2. Menyelenggarakan penelitian dan pengembangan ilmu di bidang Teknologi Sains Data yang berstandar nasional dan internasional di bidang kesehatan, sosial dan komunikasi, industri, serta bisnis dan finansial.
3. Menyelenggarakan pengabdian kepada masyarakat yang menunjang penerapan dan pengembangan ilmu Teknologi Sains Data yang dapat mendukung perkembangan masyarakat dengan ilmiah, cerdas, dan bermoral agama serta meningkatkan kesejahteraan masyarakat.",10.087133407592773,77.73079387106468,"[91, 84, 78, 73]","[106, 105, 104, 103]","[85.85, 80.0, 75.0, 70.87]",1.0,106,98,0.9613259668508287,0.9273743016759776,0.9613259668508287,0.9613259668508287
46,Bagaimana mendaftar untuk menjadi mahasiswa FTMM?,"Untuk pendaftaran dapat melalui SNMPTN, SBMPTN dan Jalur Mandiri yang diadakan oleh pihak Universitas Airlangga","Untuk mendaftar menjadi mahasiswa FTMM, kamu perlu mengikuti proses seleksi yang ditentukan oleh Universitas Airlangga. Proses seleksi tersebut meliputi pendaftaran online, pengisian formulir, pembayaran biaya pendaftaran, dan mengikuti ujian seleksi yang meliputi tes tulis dan tes wawancara. Informasi lebih lanjut mengenai proses pendaftaran dapat kamu temukan di website resmi FTMM atau langsung menghubungi bagian penerimaan mahasiswa FTMM. Semoga berhasil!",5.743058919906616,0.0,"[9, 2, 0, 0]","[67, 66, 65, 64]","[13.43, 3.03, 0.0, 0.0]",1.0,67,16,0.21621621621621623,0.05555555555555555,0.13513513513513511,0.13513513513513511
47,Jalur apa saja untuk menjadi mahasiswa FTMM?,"Untuk pendaftaran dapat melalui SNMPTN, SBMPTN dan Jalur Mandiri yang diadakan oleh pihak Universitas Airlangga","Ada beberapa jalur untuk menjadi mahasiswa FTMM, yaitu:

1. Jalur Seleksi Nasional Masuk Perguruan Tinggi Negeri (SNMPTN): Jalur ini merupakan seleksi berdasarkan prestasi akademik dan non-akademik yang dilakukan oleh Kementerian Pendidikan dan Kebudayaan. Calon mahasiswa dapat mendaftar melalui website resmi SNMPTN.

2. Jalur Seleksi Bersama Masuk Perguruan Tinggi Negeri (SBMPTN): Jalur ini juga merupakan seleksi berdasarkan prestasi akademik dan non-akademik, namun dilakukan secara nasional. Calon mahasiswa dapat mendaftar melalui website resmi SBMPTN.

3. Jalur Ujian Tulis Berbasis Komputer (UTBK): Jalur ini merupakan seleksi berdasarkan hasil ujian tulis yang dilakukan secara online. Calon mahasiswa dapat mendaftar melalui website resmi UTBK.

4. Jalur Seleksi Mandiri: Jalur ini merupakan seleksi yang dilakukan oleh universitas sendiri. Calon mahasiswa dapat mendaftar melalui website resmi FTMM.

Pastikan untuk selalu memantau informasi terbaru mengenai jalur penerimaan mahasiswa FTMM melalui website resmi FTMM atau kontak langsung dengan pihak universitas. Semoga berhasil!",14.39997410774231,0.0,"[11, 0, 0, 0]","[170, 169, 168, 167]","[6.47, 0.0, 0.0, 0.0]",1.0,170,16,0.15,0.012658227848101266,0.15,0.15
48,Di FTMM ada organisasi apa saja?,"Organisasi mahasiswa yang ada di FTMM yaitu BEM FTMM, BLM FTMM dan lima Hima Prodi.","Di FTMM terdapat beberapa organisasi mahasiswa (ORMAWA) yang aktif. Beberapa di antaranya adalah Badan Eksekutif Mahasiswa (BEM) dan Badan Legislatif Mahasiswa (BLM) FTMM. Selain itu, FTMM juga memiliki berbagai komunitas penelitian, pengembangan diri, keagamaan, dan penyaluran hobi. Semua organisasi ini berperan penting dalam pergerakan mahasiswa dan menyambung aspirasi mahasiswa.",5.724848747253418,0.0,"[11, 0, 0, 0]","[63, 62, 61, 60]","[17.46, 0.0, 0.0, 0.0]",1.0,63,17,0.3125,0.09677419354838708,0.25,0.25
49,Apakah ada organisasi-organisasi di FTMM ?,"Organisasi mahasiswa yang ada di FTMM yaitu BEM FTMM, BLM FTMM dan lima Hima Prodi.","Ya, ada beberapa organisasi di FTMM. Salah satunya adalah BEM (Badan Eksekutif Mahasiswa) dan BLM (Badan Legislatif Mahasiswa) FTMM. Organisasi ini memiliki peran penting dalam pergerakan mahasiswa di FTMM. Selain itu, FTMM juga memiliki banyak ORMAWA (Organisasi Mahasiswa) lainnya, mulai dari komunitas penelitian, pengembangan diri, keagamaan, hingga penyaluran hobi. Semua organisasi ini berperan dalam membangun atmosfir yang supportif dan partisipatif antar mahasiswa di FTMM.",6.975016117095947,0.0,"[13, 1, 0, 0]","[81, 80, 79, 78]","[16.05, 1.25, 0.0, 0.0]",1.0,81,17,0.27848101265822783,0.051948051948051945,0.17721518987341772,0.17721518987341772
50,Bagaimana BEM FTMM terbentuk?,"Dalam sejarahnya, Fakultas Teknologi Maju dan Multidisiplin membentuk BEM Fakultas Teknologi Maju dan Multidisiplin terbentuk kepengurusan yang pertama pada tahun 2022 ini, dan menggelar pelantikan pengurus inti BEM bersamaan dengan pelantikan pengurus Badan Legislatif Mahasiswa di pertengahan Januari. Ketua BEM terpilih, yakni Aqil Naufal Rizqullah yang merupakan mahasiswa Rekayasa Nanoteknologi, mengusung nama kabinet periode pertama ini dengan nama “Kabinet Maju” yang memiliki visi untuk dapat menjadi wadah dan pusat pergerakan bagi seluruh mahasiswa FTMM dalam mengembangkan potensi terbaiknya, baik didalam ataupun luar negeri, serta membangun kerjasama kolaboratif dengan seluruh elemen FTMM, demi membawa FTMM yang mampu bergerak maju, bersinergi, dan bersaing secara sehat dalam banyak bidang.","BEM FTMM terbentuk sebagai suatu Organisasi Kemahasiswaan yang berfungsi sebagai sarana menampung aspirasi mahasiswa dan menjalankan program kerja untuk membantu mewujudkan visi fakultas/universitas. BEM FTMM memiliki fungsi eksekutif dan dapat berada di tingkat Fakultas ataupun Universitas. Untuk lebih lengkapnya, kamu bisa kunjungi laman ftmm.bem.unair.ac.id atau kanal Instagram @bemftmmunair.",5.490600824356079,0.0,"[19, 0, 0, 0]","[63, 62, 61, 60]","[30.16, 0.0, 0.0, 0.0]",0.42437284567694994,63,117,0.23899371069182387,0.0,0.11320754716981131,0.11320754716981131
